timeStamp,EPC,antennaID,RSSI,Phase,Channel
0.0,3034031DFC532DEF13E0DD7F,2,-55,0.783001,45
0.011318206787109375,3034032F4414746F13DFE99E,2,-68,-2.307874,45
0.01203155517578125,ABBC00000000000000000022,2,-62,-1.355272,45
0.012701272964477539,3034032F4443062F13DFE9BE,2,-64,-1.164291,45
0.013361454010009766,3034257BF400002D07933CBD,2,-65,0.335079,45
0.014022350311279297,3034031DFC532DEF13E0C31F,2,-67,-1.772323,45
0.016950368881225586,3034031DFC532DEF13DFBD9C,2,-53,-2.413527,45
0.01763319969177246,ABBC00000000000000000003,2,-66,-1.40666,45
0.01830744743347168,3034031DFC532DEF13E0C32F,2,-61,2.98225,45
0.02122330665588379,ABBC00000000000000000016,2,-59,0.413791,45
0.02207207679748535,ABBC00000000000000000017,2,-61,-0.184174,45
0.03157782554626465,30342E168C30F7EF13DF555E,2,-74,0.169601,45
0.041846275329589844,3034032F484B672F13E0C3FE,2,-59,2.684466,45
0.04248332977294922,3034031DFC532DEF13DFE9BC,2,-69,-1.61231,45
0.043102264404296875,E28011606000020507924ABD,2,-56,-2.538547,45
0.043708086013793945,3034031DFC532DEF13DFBD5C,2,-59,-2.537108,45
0.04430437088012695,3034032F4414746F13DFE9AE,2,-64,-2.65465,45
0.15491986274719238,ABBC00000000000000000016,2,-59,0.340927,45
0.16515564918518066,3034031DFC532DEF13E0DD7F,2,-55,0.794219,45
0.16588473320007324,3034032F4443062F13DFE9BE,2,-64,-1.13831,45
0.16671395301818848,3034031DFC532DEF13DFBD9C,2,-52,-2.349579,45
0.16755938529968262,E28011606000020507924ABD,2,-56,-2.545641,45
0.16841530799865723,303040BA6908C616D141DD25,2,-59,-2.580443,45
0.16911602020263672,A00000000000000000000003,2,-63,2.486008,45
0.1697840690612793,3034031DFC532DEF13E0C32F,2,-62,2.973718,45
0.17588520050048828,ABBC00000000000000000004,2,-64,-2.680631,45
0.1862473487854004,3034031DFC532DEF13DFBD9C,2,-52,1.983821,46
0.19644451141357422,3034031DFC532DEF13E0DD7F,2,-57,-1.168222,46
0.29755187034606934,3034031DFC532DEF13DFBD9C,2,-52,2.026389,46
0.308443546295166,ABBC00000000000000000017,2,-59,-2.28659,46
0.3093445301055908,3034257BF400002D079392DD,2,-64,1.463418,46
0.31061649322509766,E28011606000020507924ABD,2,-55,1.981616,46
0.31177449226379395,303040BA6908C616D141DD25,2,-59,1.41155,46
0.3129899501800537,3034031DFC532DEF13DFBD5C,2,-61,1.565427,46
0.313793420791626,3034031DFC532DEF13E0C32F,2,-61,1.097851,46
0.3146493434906006,3034032F484B672F13E0C3FE,2,-59,0.439773,46
0.3287496566772461,3034032F4414746F13DFE9AE,2,-64,1.166017,46
0.3392062187194824,ABBC00000000000000000016,2,-57,-1.678079,46
0.45018482208251953,ABBC00000000000000000017,2,-59,-2.023704,46
0.46036696434020996,3034031DFC532DEF13DFBD9C,2,-52,1.987272,46
0.4609801769256592,3034031DFC532DEF13DFBD5C,2,-60,1.439833,46
0.4615590572357178,303040BA6908C616D141DD25,2,-59,1.489112,46
0.4621388912200928,E28011606000020507924ABD,2,-55,2.037318,46
0.46273112297058105,3034031DFC532DEF13E0DD7F,2,-57,-1.177618,46
0.48106908798217773,ABBC00000000000000000016,2,-57,-1.694186,46
0.49117159843444824,3034032F484B672F13E0C3FE,2,-59,0.378318,46
0.4917888641357422,ABBC00000000000000000022,2,-62,2.999604,46
0.49241042137145996,ABBC00000000000000000004,2,-64,1.54213,46
0.602576494216919,ABBC00000000000000000016,2,-57,-2.009515,47
0.6128287315368652,3034031DFC532DEF13E0C32F,2,-61,0.829692,47
0.6135337352752686,303040BA6908C616D141DD25,2,-60,1.16525,47
0.6143403053283691,ABBC00000000000000000015,2,-71,2.658964,47
0.6151535511016846,3034031DFC532DEF13DFBD9C,2,-52,1.683065,47
0.615889310836792,ABBC00000000000000000017,2,-59,-2.339704,47
0.6333856582641602,3034031DFC532DEF13E0DD7F,2,-57,-1.418357,47
0.6438260078430176,30342577C802EB8409E8DC90,2,-71,-0.733818,47
0.6446123123168945,3034032F4443062F13DFE9BE,2,-66,3.126253,47
0.6453530788421631,3034031DFC532DEF13DFBD5C,2,-61,1.079251,47
0.6480822563171387,E28011606000020507924ABD,2,-55,1.650947,47
0.6488099098205566,3034032F4414746F13DFE9AE,2,-67,-2.09513,47
0.6495420932769775,3034257BF400002D07933CBD,2,-67,-2.350154,47
0.6502590179443359,ABBC00000000000000000004,2,-65,1.301103,47
0.6533493995666504,3034032F4414746F13DFE9AE,2,-65,0.777345,47
0.6547863483428955,ABBC00000000000000000022,2,-63,2.700765,47
0.6562190055847168,ABBC00000000000000000005,2,-72,-0.959121,47
0.6575689315795898,ABBC00000000000000000003,2,-65,2.579581,47
0.658257246017456,3034032F4414746F13DFE99E,2,-66,1.432642,47
0.7565691471099854,ABBC00000000000000000016,2,-57,-2.022458,47
0.7667183876037598,3034032F4443062F13DFE9BE,2,-66,3.088191,47
0.7674589157104492,3034031DFC532DEF13E0DD7F,2,-57,-1.420946,47
