timeStamp,EPC,antennaID,RSSI,Phase,Channel
0.0,3034031DFC532DEF13DFBD9C,2,-56,1.568495,21
0.0045278072357177734,E28011606000020507924ABD,2,-58,2.111141,21
0.008446455001831055,ABBC00000000000000000004,2,-67,3.118391,21
0.011586427688598633,3034031DFC532DEF13E0C31F,2,-68,3.114652,21
0.029325485229492188,3034031DFC532DEF13E0DD7F,2,-58,-1.02374,21
0.033225297927856445,3034032F484B672F13E0C3FE,2,-62,1.163141,21
0.03819465637207031,A00000000000000000000001,2,-67,0.763347,21
0.04204225540161133,3034032F4414746F13DFE99E,2,-64,0.118979,21
0.045202016830444336,303040BA6908C616D141DD25,2,-62,1.18059,21
0.048322439193725586,ABBC00000000000000000022,2,-63,-2.286686,21
0.051529884338378906,3034031DFC532DEF13E0DD5F,2,-66,-0.694414,21
0.14149737358093262,3034032F4414746F13DFE9AE,2,-66,-0.835732,21
0.15160155296325684,3034031DFC532DEF13E0DD5F,2,-66,-0.799492,21
0.15510249137878418,3034031DFC532DEF13E0C32F,2,-61,1.590642,21
0.15923476219177246,303040BA6908C616D141DD25,2,-62,1.157964,21
0.17217302322387695,3034032F4443062F13DFE9BE,2,-63,-0.526155,21
0.1823716163635254,3034031DFC532DEF13DFBD5C,2,-62,1.952758,21
0.18583893775939941,ABBC00000000000000000001,2,-62,1.05164,21
0.18916869163513184,E28011606000020507924ABD,2,-59,2.120441,21
0.19257831573486328,3034031DFC532DEF13E0DD7F,2,-58,-1.044066,21
0.1956462860107422,ABBC00000000000000000008,2,-64,1.073115,21
0.19885802268981934,A00000000000000000000001,2,-67,0.744652,21
0.2023916244506836,3034031DFC532DEF13E06B0E,2,-67,1.022111,21
0.20586276054382324,3034032F484B672F13E0DD0E,2,-67,-1.596586,21
0.2927887439727783,3034032F484B672F13E0DD0E,2,-66,-1.547499,21
0.30330419540405273,3034031DFC532DEF13DFBD9C,2,-57,1.557086,21
0.305835485458374,3034257BF400002D079392DD,2,-62,0.653955,21
0.3083939552307129,ABBC00000000000000000022,2,-63,-2.270867,21
0.3235664367675781,3034032F4443062F13DFE9BE,2,-64,-0.568723,21
0.3336482048034668,3034257BF400002D07933CBD,2,-67,-2.030511,21
0.3362267017364502,3034031DFC532DEF13E0DD7F,2,-58,-1.038217,21
0.33872461318969727,3034031DFC532DEF13E0DD5F,2,-66,-0.8086,21
0.34125185012817383,3034031DFC5F936F13DFA3FE,2,-64,0.272377,21
0.3437666893005371,ABBC00000000000000000008,2,-64,1.029685,21
0.3463137149810791,3034031DFC5F936F13DFA3EE,2,-73,0.939467,21
0.3491554260253906,3034031DFC532DEF13E0DD4F,2,-72,0.355692,21
0.3517627716064453,3034031DFC532DEF13E0C31F,2,-68,-3.008328,21
0.35402822494506836,ABBC00000000000000000004,2,-67,-2.940162,21
0.35625624656677246,3034031DFC532DEF13E0C32F,2,-61,1.610392,21
0.35860109329223633,E28011606000020507924ABD,2,-59,2.123509,21
0.44632577896118164,3034032F484B672F13E0C3FE,2,-61,1.464952,22
0.45600295066833496,ABBC00000000000000000022,2,-64,-1.968768,22
0.4583280086517334,3034257BF400002D079392DD,2,-62,1.095646,22
0.4605064392089844,3034031DFC532DEF13E0DD5F,2,-66,-0.547439,22
0.4771285057067871,3034031DFC532DEF13E0DD7F,2,-58,-0.769483,22
0.4868957996368408,E2801191A503006A52CC886C,2,-70,-2.666921,22
0.4891483783721924,3034031DFC532DEF13DFBD5C,2,-64,2.309696,22
0.491422176361084,3034031DFC532DEF13E0C32F,2,-61,1.819397,22
0.4936513900756836,3034032F4443062F13DFE9BE,2,-65,-0.04995,22
0.49582695960998535,3034031DFC5F936F13DFA3FE,2,-65,0.558177,22
0.4980931282043457,A00000000000000000000001,2,-67,1.157197,22
0.5006957054138184,303040BA6908C616D141DD25,2,-63,1.458624,22
0.5032291412353516,ABBC00000000000000000001,2,-63,1.339932,22
0.5060279369354248,3034031DFC532DEF13DFBD9C,2,-56,1.900602,22
0.5085647106170654,3034031DFC532DEF13DFBD7C,2,-70,-2.656759,22
0.5112731456756592,ABBC00000000000000000004,2,-67,-2.825593,22
0.5138187408447266,3034032F4443062F13DFE9BE,2,-65,-1.084908,22
0.5163307189941406,3034257BF400002D07933CBD,2,-67,-1.72314,22
0.5185167789459229,ABBC00000000000000000005,2,-71,0.463262,22
0.520693302154541,30342E168C30F7EF13DF555E,2,-72,-2.165789,22
0.5229198932647705,3034031DFC532DEF13E06B0E,2,-67,1.381925,22
0.650212287902832,3034031DFC532DEF13DFBD5C,2,-64,2.287357,22
0.6610846519470215,3034031DFC532DEF13DFBD9C,2,-56,1.895617,22
